datetime,count
2011-01-20 00:00:00,22785.14353087339
2011-01-20 01:00:00,1.7593390163214688
2011-01-20 02:00:00,331.25110951549243
2011-01-20 03:00:00,113.3728592124529
2011-01-20 04:00:00,113.3728592124529
2011-01-20 05:00:00,3824.9105609154035
2011-01-20 06:00:00,4707514239772801.0
2011-01-20 07:00:00,1.903037789642806e+52
2011-01-20 08:00:00,1.0088778495339355e+105
2011-01-20 09:00:00,1.7218841864082102e+53
2011-01-20 10:00:00,194174205711.63617
2011-01-20 11:00:00,55472058413.35358
2011-01-20 12:00:00,1.1437032922436683e+26
2011-01-20 13:00:00,2.8613911905368165e+23
2011-01-20 14:00:00,2.007534399241116e+23
2011-01-20 15:00:00,2.257357771821829e+25
2011-01-20 16:00:00,2.5702921744950082e+38
2011-01-20 17:00:00,6.126219473667275e+78
2011-01-20 18:00:00,4.8688711141810095e+81
2011-01-20 19:00:00,7.027350735037544e+52
2011-01-20 20:00:00,1.1907201167241254e+33
2011-01-20 21:00:00,5.335163131675961e+21
2011-01-20 22:00:00,1310924852554952.8
2011-01-20 23:00:00,1144124966788.1052
2011-01-21 00:00:00,7468417.412884619
2011-01-21 01:00:00,0.21914798777072725
2011-01-21 02:00:00,5.926000158020474
2011-01-21 03:00:00,317.9330703117269
2011-01-21 04:00:00,29.164753696525782
2011-01-21 05:00:00,80.80558457694538
2011-01-21 06:00:00,173622869586652.3
2011-01-21 07:00:00,1.3308495153077019e+40
2011-01-21 08:00:00,1.0265813443124137e+91
2011-01-21 09:00:00,1.38557282376346e+43
2011-01-21 10:00:00,2.7376939436610744e+18
2011-01-21 11:00:00,3.1709641786115404e+19
2011-01-21 12:00:00,1.9356838342326826e+21
2011-01-21 13:00:00,8.085360554998051e+18
2011-01-21 14:00:00,1.2325429722094563e+22
2011-01-21 15:00:00,1.2072491290265004e+25
2011-01-21 16:00:00,3.891814635174748e+38
2011-01-21 17:00:00,5.491693389716552e+77
2011-01-21 18:00:00,1.923313422735837e+61
2011-01-21 19:00:00,2.3526228410949784e+32
2011-01-21 20:00:00,1.8548478788377734e+17
2011-01-21 21:00:00,1870867608342.1038
2011-01-21 22:00:00,23850627657197.234
2011-01-21 23:00:00,57504296489.95589
2011-01-22 00:00:00,64946717433696.69
2011-01-22 01:00:00,5036853685751.062
2011-01-22 02:00:00,23648515067.441513
2011-01-22 03:00:00,45.83883138160953
2011-01-22 04:00:00,34.49684086125556
2011-01-22 06:00:00,355.4258733591031
2011-01-22 07:00:00,2.4453460811830143e+20
2011-01-22 08:00:00,54.40788268821755
2011-01-22 09:00:00,123734638.44969356
2011-01-22 10:00:00,1.2168721157777417e+27
2011-01-22 11:00:00,1.8362216713293932e+49
2011-01-22 12:00:00,1.5880730648296446e+54
2011-01-22 13:00:00,5.383594276937395e+58
2011-01-22 14:00:00,1.03951264657711e+57
2011-01-22 15:00:00,1.9507078405807406e+57
2011-01-22 16:00:00,3.2658356931190184e+49
2011-01-22 17:00:00,8.158879620784848e+32
2011-01-22 18:00:00,9.048774624651525e+23
2011-01-22 19:00:00,3.2526426102451497e+18
2011-01-22 20:00:00,490984924602717.0
2011-01-22 21:00:00,5903365522137.745
2011-01-22 22:00:00,925438535066.0706
2011-01-22 23:00:00,736465460092608.5
2011-01-23 00:00:00,88633107737.94235
2011-01-23 01:00:00,340490723034.34357
2011-01-23 02:00:00,50249804.911165945
2011-01-23 03:00:00,8.059587293620035
2011-01-23 05:00:00,74.14018391872472
2011-01-23 06:00:00,709.2839134606407
2011-01-23 07:00:00,7.504853782952867e+25
2011-01-23 08:00:00,994044373261.5645
2011-01-23 09:00:00,0.5110828878691289
2011-01-23 10:00:00,8.597970069306402e+20
2011-01-23 11:00:00,1.1895094716719668e+43
2011-01-23 12:00:00,3.433311847431141e+47
2011-01-23 13:00:00,2.218247201518982e+50
2011-01-23 14:00:00,7.18502947372014e+44
2011-01-23 15:00:00,1.1791788745870824e+46
2011-01-23 16:00:00,1.1116960794714413e+42
2011-01-23 17:00:00,3.1593087239934413e+24
2011-01-23 18:00:00,316864657158196.8
2011-01-23 19:00:00,167098.26995148763
2011-01-23 20:00:00,163910.04062974788
2011-01-23 21:00:00,31.04365493301356
2011-01-23 22:00:00,7.892916408342102
2011-01-23 23:00:00,0.5923386140205752
2011-01-24 00:00:00,2665.678328933793
2011-01-24 01:00:00,1.2566053092964546
2011-01-24 03:00:00,25.53341683156569
2011-01-24 04:00:00,69670.15805570716
2011-01-24 05:00:00,2.2063041950190216
2011-01-24 06:00:00,393479058922.7122
2011-01-24 07:00:00,3.6426692835587166e+37
2011-01-24 08:00:00,4.226432269835591e+93
2011-01-24 09:00:00,2.2175833159925206e+39
2011-01-24 10:00:00,3.946444581420518
2011-01-24 11:00:00,108941.8218141844
2011-01-24 12:00:00,6.372441188711505e+16
2011-01-24 13:00:00,3.296923829901912e+16
2011-01-24 14:00:00,39730523779360.25
2011-01-24 15:00:00,94029456057603.81
2011-01-24 16:00:00,3.247995477594546e+27
2011-01-24 17:00:00,2.9822880310303904e+85
2011-01-24 18:00:00,3.0422160913104854e+81
2011-01-24 19:00:00,3.112931666983798e+49
2011-01-24 20:00:00,2.664171813390119e+31
2011-01-24 21:00:00,1.7286643233433107e+17
2011-01-24 22:00:00,59651021775.138596
2011-01-24 23:00:00,392.59904425805695
2011-01-25 00:00:00,64.69916724559761
2011-01-25 01:00:00,8.384878661589928
2011-01-25 02:00:00,8374.370019158643
2011-01-25 04:00:00,12992.248233700677
2011-01-25 05:00:00,50.81648636906154
2011-01-25 06:00:00,55206786742494.39
2011-01-25 07:00:00,2.3709004371809115e+45
2011-01-25 08:00:00,7.004478673077344e+115
2011-01-25 09:00:00,5.7057846936495964e+50
2011-01-25 10:00:00,5056290.538948773
2011-01-25 11:00:00,27697741130.597225
2011-01-25 12:00:00,3.2152330237513357e+22
2011-01-25 13:00:00,5.870538063779219e+21
2011-01-25 14:00:00,2.6706616677660554e+22
2011-01-25 15:00:00,1.5175952020980447e+25
2011-01-25 16:00:00,1.0224261715674976e+37
2011-01-25 17:00:00,4.230493873614825e+84
2011-01-25 18:00:00,6.043209266183693e+83
2011-01-25 19:00:00,8.596662645412321e+51
2011-01-25 20:00:00,1.9065619071798522e+37
2011-01-25 21:00:00,1.0148692953333389e+24
2011-01-25 22:00:00,4835428254596126.0
2011-01-25 23:00:00,37417773.46594436
2011-01-26 00:00:00,7917.154596360541
2011-01-26 01:00:00,0.2582969210546035
2011-01-26 02:00:00,44.27783293532094
2011-01-26 05:00:00,2498.709456449011
2011-01-26 06:00:00,2934095513439.7695
2011-01-26 07:00:00,1.2431602312719135e+18
2011-01-26 08:00:00,4.845900802352232e+76
2011-01-26 09:00:00,2.698401364471211e+28
2011-01-26 10:00:00,28783674012588.086
2011-01-26 11:00:00,622375131469.9172
2011-01-26 12:00:00,19041378.07775314
2011-01-26 13:00:00,19041378.07775314
2011-01-26 14:00:00,55202911858.550896
2011-01-26 15:00:00,9657338821.575851
2011-01-26 16:00:00,109.15143890696294
2011-01-26 17:00:00,3.9846089497051803e+46
2011-01-27 16:00:00,3.748842018071966e+33
2011-01-27 17:00:00,2.1331910028049023e+77
2011-01-27 18:00:00,1.5936128761743028e+83
2011-01-27 19:00:00,1.1023605404544855e+52
2011-01-27 20:00:00,4.553445285327065e+37
2011-01-27 21:00:00,9.912885273936472e+24
2011-01-27 22:00:00,5.919148776699212e+19
2011-01-27 23:00:00,1635179570394817.5
2011-01-28 00:00:00,130527400.35320823
2011-01-28 01:00:00,13.33558288983665
2011-01-28 02:00:00,24.990007202474533
2011-01-28 03:00:00,160.08744056607657
2011-01-28 05:00:00,262.60416040050075
2011-01-28 06:00:00,134219616665546.1
2011-01-28 07:00:00,1.3046021653359911e+42
2011-01-28 08:00:00,8.235215777679189e+109
2011-01-28 09:00:00,5.77681118416738e+28
2011-01-28 10:00:00,33369933.689205267
2011-01-28 11:00:00,57669.4170663815
2011-01-28 12:00:00,1986621986734058.0
2011-01-28 13:00:00,1986621986734058.0
2011-01-28 14:00:00,1323785021212.5596
2011-01-28 15:00:00,2.1934907776318163e+27
2011-01-28 16:00:00,3.938505345204968e+40
2011-01-28 17:00:00,4.780530670523431e+81
2011-01-28 18:00:00,1.3377208645671167e+70
2011-01-28 19:00:00,2.2490535836369036e+39
2011-01-28 20:00:00,1.0533269073380024e+25
2011-01-28 21:00:00,8.021023994838067e+16
2011-01-28 22:00:00,9.407772479969791e+17
2011-01-28 23:00:00,3.4672937219593784e+16
2011-01-29 00:00:00,394939085506265.6
2011-01-29 01:00:00,38388755440372.6
2011-01-29 02:00:00,12106664730.141066
2011-01-29 03:00:00,8.588795885767928
2011-01-29 04:00:00,7417.553339016736
2011-01-29 06:00:00,510526.56982086244
2011-01-29 07:00:00,892364895233907.4
2011-01-29 08:00:00,1557371.3836097762
2011-01-29 09:00:00,4.1203120771855194e+17
2011-01-29 10:00:00,6.096562100601825e+32
2011-01-29 11:00:00,8.477933209903305e+53
2011-01-29 12:00:00,9.643598840385465e+56
2011-01-29 13:00:00,3.297420255498128e+57
2011-01-29 14:00:00,5.077340793891622e+55
2011-01-29 15:00:00,7.316675491514438e+56
2011-01-29 16:00:00,1.4342509993917814e+55
2011-01-29 17:00:00,1.3111795891430235e+37
2011-01-29 18:00:00,2.3690669597768554e+24
2011-01-29 19:00:00,9.469582046606178e+22
2011-01-29 20:00:00,1.3213093844055462e+18
2011-01-29 21:00:00,2.937731659500889e+17
2011-01-29 22:00:00,5982265178816737.0
2011-01-29 23:00:00,598657676824871.1
2011-01-30 00:00:00,853025308741912.2
2011-01-30 01:00:00,6507489853094.151
2011-01-30 02:00:00,1536930808.1812015
2011-01-30 03:00:00,30.946920901094426
2011-01-30 04:00:00,2181.2220103251066
2011-01-30 05:00:00,3722.153408682368
2011-01-30 07:00:00,6934309480767829.0
2011-01-30 08:00:00,74892414.87203655
2011-01-30 09:00:00,140629938.55840018
2011-01-30 10:00:00,6.542882333238821e+26
2011-01-30 11:00:00,2.9724272476049994e+46
2011-01-30 12:00:00,1.4028888018527696e+64
2011-01-30 13:00:00,7.455309050168657e+60
2011-01-30 14:00:00,7.571236107472912e+59
2011-01-30 15:00:00,2.6918242601480237e+60
2011-01-30 16:00:00,3.753851575746861e+56
2011-01-30 17:00:00,2.9520210482708263e+32
2011-01-30 18:00:00,2.938963895849725e+24
2011-01-30 19:00:00,8.204787014942459e+16
2011-01-30 20:00:00,3441800455506.891
2011-01-30 21:00:00,1773963393.5047433
2011-01-30 22:00:00,74722620.96240336
2011-01-30 23:00:00,1641.8764078655843
2011-01-31 00:00:00,2907.0522322069564
2011-01-31 01:00:00,1.1741010353726435
2011-01-31 02:00:00,494.4300712320302
2011-01-31 03:00:00,1006.4515996573157
2011-01-31 04:00:00,1505.9333837485476
2011-01-31 05:00:00,308.4777407276008
2011-01-31 06:00:00,14563754086282.105
2011-01-31 07:00:00,1.8095125740892047e+41
2011-01-31 08:00:00,1.1516910072438227e+112
2011-01-31 09:00:00,2.9026156900037714e+44
2011-01-31 10:00:00,0.7762177706208462
2011-01-31 11:00:00,48122.440131032985
2011-01-31 12:00:00,1.4273734132129418e+17
2011-01-31 13:00:00,4.130680998541271e+16
2011-01-31 14:00:00,50897012686007.05
2011-01-31 15:00:00,4775266874953558.0
2011-01-31 16:00:00,1.6019243943632408e+28
2011-01-31 17:00:00,5.500163370437401e+77
2011-01-31 18:00:00,3.9501241698418694e+79
2011-01-31 19:00:00,5.435466576999026e+56
2011-01-31 20:00:00,8.283328228189639e+27
2011-01-31 21:00:00,177015329.975119
2011-01-31 22:00:00,69809511286.46512
2011-01-31 23:00:00,64897.86926001557
2011-02-20 00:00:00,308305541857.9324
2011-02-20 01:00:00,3595993297.9756956
2011-02-20 02:00:00,124301163.63983133
2011-02-20 03:00:00,2.064727440923907
2011-02-20 04:00:00,213658.02629645396
2011-02-20 06:00:00,2833488.1472813105
2011-02-20 07:00:00,66969505095952.766
2011-02-20 08:00:00,1.44644316541548
2011-02-20 09:00:00,5685349111682.575
2011-02-20 10:00:00,2.795395044801307e+38
2011-02-20 11:00:00,5.3180434329974465e+62
2011-02-20 12:00:00,2.3745106526708647e+74
2011-02-20 13:00:00,1.3854956655333398e+76
2011-02-20 14:00:00,1.3415194802712774e+80
2011-02-20 15:00:00,8.242750361196223e+77
2011-02-20 16:00:00,3.2122376671330966e+72
2011-02-20 17:00:00,1.479120207394542e+42
2011-02-20 18:00:00,1.1939950225409575e+33
2011-02-20 19:00:00,2.4950573915030083e+25
2011-02-20 20:00:00,1.2257089889313454e+18
2011-02-20 21:00:00,12025030575873.121
2011-02-20 22:00:00,49389918522115.01
2011-02-20 23:00:00,38741.72283346931
2011-02-21 00:00:00,228348095.03666064
2011-02-21 01:00:00,3521.382919675658
2011-02-21 02:00:00,114.4732263144341
2011-02-21 03:00:00,5.231006448699964
2011-02-21 04:00:00,20173.00922720287
2011-02-21 05:00:00,32.152011753946354
2011-02-21 06:00:00,19760.91574211309
2011-02-21 07:00:00,4.942718083414462e+22
2011-02-21 08:00:00,4.7500000992278906e+32
2011-02-21 09:00:00,1.478952824412646e+37
2011-02-21 10:00:00,7.299977774308802e+34
2011-02-21 11:00:00,1.490129419678582e+49
2011-02-21 12:00:00,6.072086596837276e+58
2011-02-21 13:00:00,1.601798516558362e+31
2011-02-21 14:00:00,1.1366309176927327e+48
2011-02-21 15:00:00,2.213680203549575e+48
2011-02-21 16:00:00,2.6371937465444943e+23
2011-02-21 17:00:00,6.550639261866321e+53
2011-02-21 18:00:00,5.2123191337411895e+32
2011-02-21 19:00:00,5.964690345266345e+28
2011-02-21 20:00:00,516006473087.6457
2011-02-21 21:00:00,11807.867219731072
2011-02-21 22:00:00,0.5436257101361921
2011-02-21 23:00:00,358405.46158328134
2011-02-22 06:00:00,121275359917106.97
2011-02-22 07:00:00,1.4619384997870337e+50
2011-02-22 08:00:00,1.1557723262135514e+122
2011-02-22 09:00:00,1.20072547107714e+52
2011-02-22 10:00:00,865718766695.5338
2011-02-22 11:00:00,1896212069621203.8
2011-02-22 12:00:00,2.4134886095772272e+23
2011-02-22 13:00:00,2.40480391432542e+23
2011-02-22 14:00:00,2.358357966714232e+19
2011-02-22 15:00:00,1.5274388540491717e+24
2011-02-22 16:00:00,2.3790342970983507e+36
2011-02-22 17:00:00,6.580127176095726e+86
2011-02-22 18:00:00,7.598683216257197e+86
2011-02-22 19:00:00,1.0501066312686474e+50
2011-02-22 20:00:00,1.8468963443074236e+38
2011-02-22 21:00:00,6.072074204697778e+24
2011-02-22 22:00:00,1.3270217115708528e+17
2011-02-22 23:00:00,243861009.90760145
2011-02-23 00:00:00,1338.0537346803558
2011-02-23 01:00:00,1.6570867356266388
2011-02-23 02:00:00,131.78217743480204
2011-02-23 03:00:00,269.0108395833073
2011-02-23 05:00:00,5248.1811379145565
2011-02-23 06:00:00,3607380462731727.0
2011-02-23 07:00:00,8.398527102289724e+54
2011-02-23 08:00:00,4.277092856817494e+112
2011-02-23 09:00:00,2.5292699788298844e+56
2011-02-23 10:00:00,3984023257886.514
2011-02-23 11:00:00,2.3829804713211302e+17
2011-02-23 12:00:00,8.316537116038482e+26
2011-02-23 13:00:00,2.4279859301338952e+30
2011-02-23 14:00:00,7.333137185459466e+27
2011-02-23 15:00:00,3.9387637656161025e+34
2011-02-23 16:00:00,4.035781034933316e+47
2011-02-23 17:00:00,2.1282778429141017e+96
2011-02-23 18:00:00,4.657745403298664e+96
2011-02-23 19:00:00,1.9427637903144275e+59
2011-02-23 20:00:00,9.840894266087907e+41
2011-02-23 21:00:00,1.0157931788708211e+28
2011-02-23 22:00:00,4.304833310781581e+20
2011-02-23 23:00:00,2949943348.601597
2011-02-24 00:00:00,2093585.1189355485
2011-02-24 01:00:00,114.08382568839833
2011-02-24 02:00:00,0.23722177594642957
2011-02-24 03:00:00,1.3765020341237992
2011-02-24 05:00:00,536588.875736829
2011-02-24 06:00:00,5.35721863548204e+17
2011-02-24 07:00:00,4.7030556862816454e+57
2011-02-24 08:00:00,9.023560964347478e+117
2011-02-24 09:00:00,1.6619207289176976e+55
2011-02-24 10:00:00,4548606231.427151
2011-02-24 11:00:00,577445665122017.0
2011-02-24 12:00:00,3.336903527828751e+29
2011-02-24 13:00:00,3.0738212806074863e+31
2011-02-24 14:00:00,1.7697079256104572e+27
2011-02-24 15:00:00,155.75531234367597
2011-02-24 16:00:00,3.402634107186941e+18
2011-02-24 17:00:00,1.331760610982225e+73
2011-02-24 18:00:00,3.784998708369864e+72
2011-02-24 19:00:00,3.312243438469228e+18
2011-02-24 20:00:00,1.7675957076756236e+34
2011-02-24 21:00:00,2.787379714847292e+25
2011-02-24 22:00:00,4755579.327696815
2011-02-24 23:00:00,2.5353248129231923e+17
2011-02-25 00:00:00,150110603216.17105
2011-02-25 01:00:00,353306.4896650158
2011-02-25 02:00:00,41.31105013871352
2011-02-25 03:00:00,14.869731174971177
2011-02-25 05:00:00,550536.2310520102
2011-02-25 06:00:00,4.230315229337513e+16
2011-02-25 07:00:00,1.2995619384468587e+29
2011-02-25 08:00:00,2.110319080774816e+93
2011-02-25 09:00:00,5.111689637491912e+21
2011-02-25 10:00:00,6881480187.12904
2011-02-25 11:00:00,3.946589656177184e+59
2011-02-25 12:00:00,1.0385233449679023e+45
2011-02-25 13:00:00,1.0385233449679023e+45
2011-02-25 14:00:00,1.7360401770465352e+48
2011-02-25 15:00:00,1.4554025831240468e+53
2011-02-25 16:00:00,1.6358754419288344e+49
2011-02-25 17:00:00,1.207182522063095e+89
2011-02-25 18:00:00,1.3251163376101076e+72
2011-02-25 19:00:00,1.0146231063453996e+42
2011-02-25 20:00:00,3.9787136467392344e+30
2011-02-25 21:00:00,1.7011459937531026e+20
2011-02-25 22:00:00,4.2094089186241705e+18
2011-02-25 23:00:00,4811489856802945.0
2011-02-26 00:00:00,24268074606846.75
2011-02-26 01:00:00,1566768232811.7786
2011-02-26 02:00:00,2351877462.6696754
2011-02-26 03:00:00,12.066206735931035
2011-02-26 04:00:00,278.5578445746254
2011-02-26 05:00:00,1296.5577421479834
2011-02-26 06:00:00,34556.02096255973
2011-02-26 07:00:00,385840664.52393615
2011-02-26 08:00:00,13647.842362428022
2011-02-26 09:00:00,2.0704119621541334e+20
2011-02-26 10:00:00,6.941379411248201e+46
2011-02-26 11:00:00,1.0808003544167819e+68
2011-02-26 12:00:00,4.015580823312364e+74
2011-02-26 13:00:00,3.904968705380467e+72
2011-02-26 14:00:00,3.274548093715954e+67
2011-02-26 15:00:00,3.581456512126566e+70
2011-02-26 16:00:00,1.3112109416543042e+69
2011-02-26 17:00:00,1.1089945970061974e+51
2011-02-26 18:00:00,1.17921875917439e+45
2011-02-26 19:00:00,1.5692852735390069e+33
2011-02-26 20:00:00,1.409275968245929e+25
2011-02-26 21:00:00,9.39067434061929e+18
2011-02-26 22:00:00,1.1686704716061207e+19
2011-02-26 23:00:00,4.718231630488595e+16
2011-02-27 00:00:00,4.203423685256596e+18
2011-02-27 01:00:00,1.3409597278563216e+17
2011-02-27 02:00:00,156155246014.73035
2011-02-27 03:00:00,1436.5392216793646
2011-02-27 04:00:00,2720.8216612238393
2011-02-27 06:00:00,1918.2458750235705
2011-02-27 07:00:00,176012987812.57916
2011-02-27 08:00:00,95.70718468090726
2011-02-27 09:00:00,8.752274080196267e+19
2011-02-27 10:00:00,1.0871089002991902e+43
2011-02-27 11:00:00,1.292641024467301e+68
2011-02-27 12:00:00,1.2528043733803104e+84
2011-02-27 13:00:00,4.983305169228239e+88
2011-02-27 14:00:00,6.904049131123937e+94
2011-02-27 15:00:00,2.2630028473386536e+98
2011-02-27 16:00:00,4.741205706682391e+101
2011-02-27 17:00:00,6.9688538229536045e+65
2011-02-27 18:00:00,1.5066746399680837e+46
2011-02-27 19:00:00,1.1945912333987702e+32
2011-02-27 20:00:00,2.9999440949893914e+28
2011-02-27 21:00:00,4.2595545334932696e+21
2011-02-27 22:00:00,5.669829524059526e+19
2011-02-27 23:00:00,681416.5515795057
2011-02-28 00:00:00,3509785.974974973
2011-02-28 01:00:00,8.190870893074132
2011-02-28 03:00:00,135116.75023876497
2011-02-28 05:00:00,2.688727397677162
2011-02-28 06:00:00,447195251068706.1
2011-02-28 07:00:00,1.212810977342095e+62
2011-02-28 08:00:00,2.0307353149941613e+122
2011-02-28 09:00:00,2.845834892806197e+45
2011-02-28 10:00:00,6.040902808516579e+30
2011-02-28 11:00:00,1.3837346758974926e+43
2011-02-28 12:00:00,2.8530669295751487e+55
2011-02-28 13:00:00,6549607.085093211
2011-02-28 14:00:00,2.539944901282176e+19
2011-02-28 15:00:00,2.8435155348509642e+17
2011-02-28 16:00:00,7663474382.425156
2011-02-28 17:00:00,7.632061940732305e+41
2011-02-28 18:00:00,1.2852355199990748e+52
2011-02-28 19:00:00,453432.9066592776
2011-02-28 20:00:00,7795725.567535537
2011-02-28 21:00:00,4.347512024827292e+21
2011-02-28 22:00:00,13.863500360345677
2011-02-28 23:00:00,3368963.823946268
2011-03-20 00:00:00,471515007091961.6
2011-03-20 01:00:00,35963024187755.89
2011-03-20 02:00:00,301806543005.83606
2011-03-20 03:00:00,28.9180452582733
2011-03-20 04:00:00,2644.2700834171865
2011-03-20 05:00:00,2546.449200808485
2011-03-20 06:00:00,2183.18748077322
2011-03-20 07:00:00,128421874823.56305
2011-03-20 08:00:00,16.531664835689494
2011-03-20 09:00:00,1.6503317235562671e+22
2011-03-20 10:00:00,6.669757650491445e+46
2011-03-20 11:00:00,1.4801249031818475e+72
2011-03-20 12:00:00,1.0596098374595112e+85
2011-03-20 13:00:00,8.417211016223601e+88
2011-03-20 14:00:00,1.8181722583614152e+90
2011-03-20 15:00:00,3.684102957942603e+89
2011-03-20 16:00:00,4.355140978562092e+93
2011-03-20 17:00:00,3.6832242123746944e+55
2011-03-20 18:00:00,4.324055492986372e+42
2011-03-20 19:00:00,2.523968908098507e+26
2011-03-20 20:00:00,1.9951350152780338e+22
2011-03-20 21:00:00,6.006209108365747e+16
2011-03-20 22:00:00,468049147045373.3
2011-03-20 23:00:00,265669556320.55048
2011-03-21 00:00:00,220302.42461003846
2011-03-21 01:00:00,3.26255573193623
2011-03-21 02:00:00,92.21950044685033
2011-03-21 03:00:00,188.56082865719185
2011-03-21 05:00:00,412.50698867409375
2011-03-21 06:00:00,9686929602.17097
2011-03-21 07:00:00,2.665397078384793e+35
2011-03-21 08:00:00,2.2341594604140944e+138
2011-03-21 09:00:00,2.551477825422274e+61
2011-03-21 10:00:00,1.36091684629462e+22
2011-03-21 11:00:00,1.3245536663964442e+32
2011-03-21 12:00:00,3.1276914139005156e+49
2011-03-21 13:00:00,2.5777579903884834e+63
2011-03-21 14:00:00,2.2445584497242388e+58
2011-03-21 15:00:00,1.7985160087744105e+64
2011-03-21 16:00:00,6.150838134773854e+88
2011-03-21 17:00:00,4.666764866413185e+157
2011-03-21 18:00:00,8.850465439722614e+151
2011-03-21 19:00:00,2.457872368958837e+128
2011-03-21 20:00:00,5.274559767087155e+90
2011-03-21 21:00:00,8.471583837246197e+35
2011-03-21 22:00:00,1.3837184864413822e+35
2011-03-21 23:00:00,3.4980944492328825e+19
2011-03-22 00:00:00,11413709466.479376
2011-03-22 01:00:00,0.1045129341608713
2011-03-22 02:00:00,2988.8209694291704
2011-03-22 03:00:00,108.41922600445284
2011-03-22 04:00:00,52.69000062755926
2011-03-22 05:00:00,2823.414501423642
2011-03-22 06:00:00,4.994738027342308e+26
2011-03-22 07:00:00,1.025531582462253e+82
2011-03-22 08:00:00,7.739480848899549e+145
2011-03-22 09:00:00,2.03818984904896e+66
2011-03-22 10:00:00,8.011185733578712e+33
2011-03-22 11:00:00,4.8490603844246375e+45
2011-03-22 12:00:00,8.479567659583252e+57
2011-03-22 13:00:00,2.6277769352534413e+70
2011-03-22 14:00:00,2.735313889797766e+63
2011-03-22 15:00:00,4.4386424451141594e+67
2011-03-22 16:00:00,1.2759714391087203e+94
2011-03-22 17:00:00,3.963144757922413e+159
2011-03-22 18:00:00,5.810930596253575e+146
2011-03-22 19:00:00,1.4347854654270656e+90
2011-03-22 20:00:00,7.207974261875381e+65
2011-03-22 21:00:00,5.303570308498209e+44
2011-03-22 22:00:00,1.1296881667439025e+32
2011-03-22 23:00:00,36300433510298.89
2011-03-23 00:00:00,21446.47000670069
2011-03-23 01:00:00,8.939715047124881
2011-03-23 02:00:00,3.1748322097144737
2011-03-23 03:00:00,531.9924359842637
2011-03-23 05:00:00,4090189.1577011663
2011-03-23 06:00:00,7.727471845651672e+17
2011-03-23 07:00:00,6.934960311310401e+72
2011-03-23 08:00:00,1.1485981551073413e+150
2011-03-23 09:00:00,1.4807190039571544e+66
2011-03-23 10:00:00,1.1069368234687523e+22
2011-03-23 11:00:00,3.2005843086767375e+29
2011-03-23 12:00:00,2.4948480137114544e+40
2011-03-23 13:00:00,1.3399588564942402e+19
2011-03-23 14:00:00,5.815439503595777e+36
2011-03-23 15:00:00,2.917870121224689e+37
2011-03-23 16:00:00,3.5110033687141036e+61
2011-03-23 17:00:00,9.14644190162709e+115
2011-03-23 18:00:00,7.807330763152171e+71
2011-03-23 19:00:00,8.925945925234057e+40
2011-03-23 20:00:00,301595928519.51337
2011-03-23 21:00:00,122.64455357546811
2011-03-23 22:00:00,3.3094530812403136e+26
2011-03-23 23:00:00,1398.6100435220656
2011-03-24 00:00:00,2942096.4200834506
2011-03-24 01:00:00,3.7221697458418284
2011-03-24 02:00:00,28.186522836849147
2011-03-24 03:00:00,9.493646687434273
2011-03-24 04:00:00,9.493646687434273
2011-03-24 05:00:00,411918.8616344043
2011-03-24 06:00:00,1.2152654961498066e+17
2011-03-24 07:00:00,2.8401180833175215e+44
2011-03-24 08:00:00,8.593545709422873e+103
2011-03-24 09:00:00,7.720361175462213e+67
2011-03-24 10:00:00,1.311077552951578e+19
2011-03-24 11:00:00,5.574357345673056e+21
2011-03-24 12:00:00,3.5090600554842957e+30
2011-03-24 13:00:00,3.8805982762501036e+41
2011-03-24 14:00:00,7.575798875720969e+36
2011-03-24 15:00:00,1.933873625084937e+34
2011-03-24 16:00:00,1.9841131296308745e+58
2011-03-24 17:00:00,3.1616050761429684e+110
2011-03-24 18:00:00,4.7491896768999726e+109
2011-03-24 19:00:00,1.3725593112286886e+75
2011-03-24 20:00:00,3.776702699749452e+48
2011-03-24 21:00:00,2.681060483459673e+35
2011-03-24 22:00:00,1.1178884058580026e+28
2011-03-24 23:00:00,1.2308784134351353e+20
2011-03-25 00:00:00,24854580713.884018
2011-03-25 01:00:00,2850.57152638617
2011-03-25 02:00:00,2.701443848555635
2011-03-25 03:00:00,0.045194365870599565
2011-03-25 04:00:00,5.575045310330437
2011-03-25 05:00:00,42570.66329014172
2011-03-25 06:00:00,7336422016744564.0
2011-03-25 07:00:00,1.8788110402194343e+62
2011-03-25 08:00:00,2.3505393154116725e+120
2011-03-25 09:00:00,1.342876297238387e+65
2011-03-25 10:00:00,1.6774371247720623e+41
2011-03-25 11:00:00,4.0643061914258224e+42
2011-03-25 12:00:00,7.816914699798333e+53
2011-03-25 13:00:00,2.743779514655811e+56
2011-03-25 14:00:00,4.724315516798649e+52
2011-03-25 15:00:00,2.7481133505119887e+54
2011-03-25 16:00:00,6.821240966646331e+70
2011-03-25 17:00:00,8.374901595602496e+103
2011-03-25 18:00:00,2.0036753761803975e+95
2011-03-25 19:00:00,8.030535391821883e+51
2011-03-25 20:00:00,1.2193054065132254e+32
2011-03-25 21:00:00,1.7178043076270213e+24
2011-03-25 22:00:00,8.470500195677806e+16
2011-03-25 23:00:00,26137944315247.723
